date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:46:42	26/26	---M--	200	added ('OK')	text/plain	date:Mon,%2011%20Mar%202019%2014:46:42%20GMT	https://arsredovisning.helsingborg.se/robots.txt		(from )
15:46:43	65499/65499	---M-Z	200	added ('OK')	text/html	date:Mon,%2011%20Mar%202019%2014:46:43%20GMT	https://arsredovisning.helsingborg.se/	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/arsredovisning.helsingborg.se/index.html	(from )
15:46:44	491827/491827	---M-Z	200	added ('OK')	text/css	etag:W/%225c8275dd-78133%22	http://helsingborg-stad.github.io/styleguide-web/dist/css/hbg-prime-blue.min.css?ver=5.1	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/helsingborg-stad.github.io/styleguide-web/dist/css/hbg-prime-blue.minc721.css	(from https://arsredovisning.helsingborg.se/)
15:46:48	301374/301374	---M-Z	200	added ('OK')	application/javascript	etag:W/%225c8275dd-4993e%22	http://helsingborg-stad.github.io/styleguide-web/dist/js/hbg-prime.min.js?ver=5.1	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/helsingborg-stad.github.io/styleguide-web/dist/js/hbg-prime.minc721.js	(from https://arsredovisning.helsingborg.se/)
15:46:49	222/222	---M-Z	200	added ('OK')	text/javascript	etag:W/%22a6-G8q6owJMQtqw2+FJAsGwQ0ZV1A8%22	https://cdn.polyfill.io/v2/polyfill.min.js?ver=5.1	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/cdn.polyfill.io/v2/polyfill.minc721.js	(from https://arsredovisning.helsingborg.se/)
15:46:49	44130/44130	---MC-	200	added ('OK')	text/javascript	date:Wed,%2016%20Jan%202019%2020:01:45%20GMT	https://www.google-analytics.com/analytics.js?ver=1.0.0	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/www.google-analytics.com/analytics8a54.js	(from https://arsredovisning.helsingborg.se/)
15:46:51	838/838	---MC-	200	added ('OK')	text/javascript	date:Mon,%2011%20Mar%202019%2014:46:50%20GMT	https://www.google.com/recaptcha/api.js?onload=CaptchaCallback&render=explicit&ver=1.0.0	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/www.google.com/recaptcha/api0ee9.js	(from https://arsredovisning.helsingborg.se/)
15:46:51	9339/9339	---M-Z	404	error ('Not%20Found')	text/html	etag:W/%225c3e4500-247b%22	http://helsingborg-stad.github.io/styleguide-web/dist/images/printbreak.png	//a001044/users/h/hewi1004/sajter/Arsredovisning2017/helsingborg-stad.github.io/styleguide-web/dist/images/printbreak.png	(from http://helsingborg-stad.github.io/styleguide-web/dist/css/hbg-prime-blue.min.css?ver=5.1)
